User ID ,First Name,Last Name,Branch Served,Role,First Year of Service ,Last Year of Service,Willing to meet at home,Age ,Interests ,ZIP,Max Relocation Radius ,LAT,LONG
GW1991,Gertude,Witten,Coast Guard,Construction Mechanic ,1991,2005,1,49,"Sports, Music",45217,60,39.166056,-84.497807
GB1968,Glenn,Berray,Navy ,Construction Mechanic ,1968,1974,0,72,"Family, Music",50315,90,41.545918,-93.622124
LK1940,Lashandra,Klang,Air Force,Electricial ,1940,1944,1,100,"Work, Drink, Food, Family, Music, Travel",19406,105,40.093268,-75.383637
LN1987,Lenna,Newville,Navy ,Field ,1987,2008,0,53,"Work, Music, Drink, Food",27601,30,35.773632,-78.634457
LP1940,Laurel,Pagliuca,Air Force,Field ,1940,1946,1,100,Drink,99352,30,46.25284,-119.287852
EH1951,Ettie,Hoopengardner,Army ,Electricial ,1951,1968,1,89,"Music, Drink",99352,45,46.25284,-119.287852
MF1958,Mireya,Frerking,Marines,Construction Mechanic ,1958,1962,0,82,"Coffee, Music, Work",10803,30,40.900458,-73.807138
AT1953,Annelle,Tagala,Army ,Design ,1953,1967,0,87,"Food, Coffee, Dog, Sports",21234,15,39.393417,-76.534228
DK1955,Dean,Ketelsen,Coast Guard,Construction Mechanic ,1955,1974,1,85,"Food, Adventure, Music, Sports, Movies, Dog, Family",11801,90,40.762304,-73.524452
LM1957,Levi,Munis,Space Force,Electricial ,1957,1981,0,83,"Food, Sports, Coffee, Drink, Movies",1603,120,42.243826,-71.843569
SR1942,Sylvie,Ryser,Navy ,Field ,1942,1954,1,98,"Food, Movies, Dog, Write, Coffee",74105,15,36.097442,-95.961087
SM1942,Sharee,Maile,Air Force,Field ,1942,1961,1,98,"Family, Food, Work, Dog, Write, Drink",49442,15,43.241841,-86.135719
MM1962,Mollie,Mcdoniel,Army ,Design ,1962,1963,0,78,"Write, Drink",43402,90,41.418411,-83.656651
TP1970,Teddy,Pedrozo,Space Force,Electricial ,1970,1976,0,70,"Coffee, Travel, Work, Write, Movies, Drink, Dog",6610,15,41.209283,-73.164603
TA1944,Tasia,Andreason,Navy ,Field ,1944,1949,1,96,"Family, Drink, Food, Write, Sports",7032,135,40.752323,-74.12309
LP1965,Lili,Paskin,Marines,Construction Mechanic ,1965,1968,0,75,"Movies, Work, Adventure, Dog, Drink",7032,90,40.752323,-74.12309
HW1963,Hubert,Walthall,Air Force,Field ,1963,1974,1,77,"Family, Drink",44203,30,41.020888,-81.628652
AF1990,Arthur,Farrow,Navy ,Construction Mechanic ,1990,1995,0,50,"Adventure, Drink, Food, Family",7631,0,40.891197,-73.972515
VB1960,Vilma,Berlanga,Air Force,Design ,1960,1976,1,80,"Travel, Coffee, Sports, Music",49546,30,42.927758,-85.530189
BM1945,Billye,Miro,Marines,Construction Mechanic ,1945,1962,0,95,"Drink, Food, Coffee, Sports",39208,60,32.259775,-90.09194
GS1989,Glenna,Slayton,Army ,Electricial ,1989,2005,1,51,"Family, Travel, Sports, Food",38118,120,35.032631,-89.932532
MH1952,Mitzie,Hudnall,Coast Guard,Field ,1952,1958,0,88,"Family, Travel, Coffee",80110,30,39.645936,-105.011368
SS1964,Staci,Schmaltz,Navy ,Construction Mechanic ,1964,1987,1,76,"Music, Dog, Drink, Write",91106,105,34.139402,-118.128658
NM1951,Nichelle,Meteer,Air Force,Design ,1951,1976,1,89,"Dog, Sports, Coffee",60657,120,41.940293,-87.646857
JR1936,Janine,Rhoden,Marines,Construction Mechanic ,1936,1938,1,104,"Travel, Family, Coffee",11103,60,40.762574,-73.913447
EJ1990,Eden,Jayson,Coast Guard,Field ,1990,2008,1,50,"Coffee, Drink, Food, Movies, Travel, Work, Family",21202,15,39.296526,-76.607016
MT1998,Merissa,Tomblin,Navy ,Construction Mechanic ,1998,2023,1,42,"Dog, Travel, Food, Work, Family",90706,90,33.887821,-118.12725
GK1944,Golda,Kaniecki,Air Force,Design ,1944,1962,1,96,"Drink, Coffee, Work, Food",8755,0,40.008533,-74.221768
CG1950,Catarina,Gleich,Navy ,Construction Mechanic ,1950,1971,0,90,"Dog, Movies, Travel, Music, Drink, Sports, Adventure",7834,120,40.887246,-74.490462
VK1997,Virgie,Kiel,Air Force,Electricial ,1997,2002,0,43,"Food, Coffee, Music, Family, Movies, Dog, Adventure, Drink",80216,105,39.788551,-104.956478
JO1958,Jolene,Ostolaza,Marines,Field ,1958,1979,1,82,"Sports, Dog, Music, Coffee",23608,105,37.147813,-76.543036
KB1975,Keneth,Borgman,Army ,Field ,1975,1977,0,65,"Travel, Drink, Write, Movies, Dog, Music",85012,60,33.507577,-112.070981
RN1998,Rikki,Nayar,Coast Guard,Construction Mechanic ,1998,2018,1,42,"Adventure, Music, Family, Write, Sports",33155,45,25.736887,-80.310768
HS1944,Hoa,Sarao,Navy ,Construction Mechanic ,1944,1946,0,96,"Work, Drink, Write, Music",32759,60,28.825537,-80.902691
TM1946,Trinidad,Mcrae,Air Force,Electricial ,1946,1969,0,94,Family,94105,75,37.789864,-122.393665
ML1938,Mari,Lueckenbach,Marines,Field ,1938,1952,0,102,"Coffee, Travel, Family, Write, Music",92110,135,32.765244,-117.200391
SH1965,Selma,Husser,Army ,Field ,1965,1986,1,75,"Movies, Food, Write, Coffee",7306,135,40.734924,-74.071875
AO1942,Antione,Onofrio,Coast Guard,Construction Mechanic ,1942,1949,0,98,"Coffee, Travel, Write, Music, Movies, Drink",92410,75,34.107379,-117.297547
LJ1986,Luisa,Jurney,Space Force,Design ,1986,1997,1,54,"Write, Food, Music",2138,15,42.379637,-71.135152
AA1949,Ahmed,Angalich,Navy ,Field ,1949,1958,0,91,"Travel, Sports, Drink, Music",17110,90,40.315813,-76.886436
IO1942,Iluminada,Ohms,Air Force,Field ,1942,1946,1,98,"Sports, Drink, Dog, Family",85204,60,33.39572,-111.786608
JL1981,Joanna,Leinenbach,Marines,Construction Mechanic ,1981,1988,0,59,"Drink, Family",33461,90,26.620406,-80.090703
SM1980,Stephane,Myricks,Coast Guard,Construction Mechanic ,1980,1999,1,60,"Write, Drink, Movies",41005,15,39.006759,-84.760116
QS1955,Quentin,Swayze,Space Force,Electricial ,1955,1956,0,85,"Music, Write, Work",48160,75,42.078164,-83.674971
SG1975,Shonda,Greenbush,Air Force,Field ,1975,1982,0,65,"Dog, Movies, Adventure, Sports, Music, Write, Drink",7011,0,40.878256,-74.144073
CL1994,Cecil,Lapage,Marines,Construction Mechanic ,1994,2007,1,46,"Write, Travel, Adventure, Coffee, Work, Family",7087,150,40.767383,-74.032328
JC1951,Jeanice,Claucherty,Army ,Design ,1951,1959,1,89,"Adventure, Work",33142,75,25.812043,-80.238614
JV1930,Josphine,Villanueva,Coast Guard,Construction Mechanic ,1930,1940,0,110,"Drink, Coffee, Movies, Travel, Food",38575,90,36.555337,-85.636403
DP1973,Daniel,Perruzza,Space Force,Electricial ,1973,1993,0,67,"Sports, Travel, Coffee, Food, Dog",92705,90,33.765639,-117.790075
CW1955,Cassi,Wildfong,Navy ,Field ,1955,1969,0,85,"Drink, Coffee, Write, Travel, Dog",60008,15,42.069786,-88.016221
BG1948,Britt,Galam,Air Force,Field ,1948,1970,0,92,"Write, Movies, Family",19440,75,40.285998,-75.291149
AL1941,Adell,Lipkin,Navy ,Construction Mechanic ,1941,1962,1,99,"Sports, Travel",7981,75,40.820383,-74.422418
JR1995,Jacqueline,Rowling,Air Force,Design ,1995,2020,0,45,"Sports, Travel, Food, Drink",16501,60,42.120958,-80.089762
LW1968,Lonny,Weglarz,Marines,Construction Mechanic ,1968,1990,0,72,"Travel, Food",84115,75,40.714497,-111.892687
LD1975,Lonna,Diestel,Army ,Electricial ,1975,1990,1,65,"Dog, Travel, Drink",28301,30,35.0748,-78.884257
CS1964,Cristal,Samara,Coast Guard,Field ,1964,1990,1,76,"Dog, Travel, Adventure, Drink, Work",90021,150,34.029036,-118.23787
KG1943,Kenneth,Grenet,Space Force,Field ,1943,1949,1,97,"Write, Sports",48823,105,42.764051,-84.459938
EM1983,Elli,Mclaird,Navy ,Construction Mechanic ,1983,1990,0,57,"Drink, Coffee, Travel",13501,15,43.081283,-75.225833
AJ1944,Alline,Jeanty,Air Force,Design ,1944,1969,1,96,"Music, Adventure, Travel, Movies, Food",46601,90,41.670274,-86.252661
SE1967,Sharika,Eanes,Marines,Construction Mechanic ,1967,1990,1,73,"Adventure, Sports",32806,45,28.511789,-81.360438
NM1941,Nu,Mcnease,Army ,Electricial ,1941,1942,0,99,"Drink, Work",7029,60,40.743595,-74.154913
DC1983,Daniela,Comnick,Coast Guard,Field ,1983,1999,1,57,"Movies, Family, Coffee, Music, Write",8611,30,40.183615,-74.740319
CC1935,Cecilia,Colaizzo,Space Force,Field ,1935,1956,0,105,"Sports, Family, Dog, Travel, Food, Write, Drink",53717,30,43.067686,-89.521056
LT1954,Leslie,Threets,Navy ,Construction Mechanic ,1954,1968,0,86,"Drink, Write, Coffee, Work",10536,15,41.269098,-73.688694
NK1997,Nan,Koppinger,Air Force,Design ,1997,2000,1,43,"Family, Food, Music, Drink, Dog",27401,15,36.06914,-79.765159
ID1956,Izetta,Dewar,Navy ,Construction Mechanic ,1956,1962,0,84,"Dog, Drink, Sports",21217,30,39.308473,-76.639154
RK1997,Ruthann,Keener,Marines,Field ,1997,2008,1,43,"Travel, Dog, Drink, Sports",78028,15,30.036565,-99.163069
JB1987,Joni,Breland,Army ,Field ,1987,2006,0,53,Write,60007,120,42.0086,-87.99734
VR1944,Vi,Rentfro,Coast Guard,Construction Mechanic ,1944,1953,1,96,"Work, Movies",7728,90,40.225793,-74.285785
CK1982,Colette,Kardas,Space Force,Design ,1982,1993,0,58,"Work, Coffee, Travel, Food, Drink",68124,60,41.235473,-96.051334
MT1936,Malcolm,Tromblay,Navy ,Construction Mechanic ,1936,1940,1,104,"Write, Travel, Dog, Food, Coffee, Music, Drink",22003,75,38.829817,-77.215318
RH1937,Ryan,Harnos,Air Force,Electricial ,1937,1957,1,103,"Work, Sports, Dog, Movies, Adventure, Family",75075,75,33.021268,-96.741558
SB1944,Sharen,Bourbon,Army ,Field ,1944,1948,0,96,"Music, Coffee, Write, Sports",11791,105,40.828288,-73.505922
NJ1946,Nickolas,Juvera,Coast Guard,Construction Mechanic ,1946,1955,1,94,"Coffee, Family, Food, Drink",34429,75,28.850605,-82.667285
GN1966,Gary,Nunlee,Space Force,Design ,1966,1989,0,74,"Coffee, Adventure, Music, Work",46040,15,39.927284,-85.834273
DD1932,Diane,Devreese,Navy ,Construction Mechanic ,1932,1937,1,108,"Travel, Music, Dog",64504,135,39.691247,-94.905924
RC1987,Roslyn,Chavous,Air Force,Electricial ,1987,2004,1,53,"Travel, Sports",39211,135,32.372134,-90.122605
GS1978,Glory,Schieler,Navy ,Field ,1978,1982,1,62,"Travel, Dog, Music, Food, Sports",79602,105,32.335677,-99.667488
RS1942,Rasheeda,Sayaphon,Air Force,Field ,1942,1958,1,98,"Food, Drink, Travel",95070,105,37.260499,-122.046165
AP1934,Alpha,Palaia,Marines,Construction Mechanic ,1934,1952,1,106,"Sports, Coffee",8003,120,39.882703,-74.972036
SY1931,Shawnda,Yori,Coast Guard,Construction Mechanic ,1931,1951,1,109,"Food, Travel, Drink, Movies, Dog, Family, Adventure",32750,45,28.708784,-81.350801
MD1973,Mona,Delasancha,Space Force,Electricial ,1973,1990,1,67,"Food, Work, Write, Music, Movies, Coffee, Dog",82001,60,41.092356,-104.936269
JG1949,Janey,Gabisi,Air Force,Field ,1949,1970,0,91,"Family, Adventure, Sports, Travel, Dog, Movies",53715,30,43.06849,-89.401708
LA1975,Loren,Asar,Army ,Design ,1975,1992,0,65,"Sports, Music, Write, Family",18518,105,41.375058,-75.739557
DC1952,Dorothy,Chesterfield,Coast Guard,Construction Mechanic ,1952,1956,0,88,"Dog, Coffee, Food, Travel, Music",92126,45,32.908449,-117.14138
GS1940,Gail,Similton,Space Force,Electricial ,1940,1954,1,100,"Adventure, Family, Sports, Music",92276,120,33.82233,-116.364238
CT1969,Catalina,Tillotson,Navy ,Field ,1969,1995,1,71,"Food, Travel, Write, Dog, Movies",8402,135,39.326385,-74.504473
LL1938,Lawrence,Lorens,Air Force,Field ,1938,1957,1,102,"Family, Drink, Coffee, Adventure, Food, Travel",2906,120,41.840169,-71.390408
TA1949,Thaddeus,Ankeny,Air Force,Design ,1949,1974,0,91,"Dog, Family, Travel, Coffee, Work, Drink",95678,0,38.76407,-121.287523
JO1980,Jovita,Oles,Marines,Construction Mechanic ,1980,1999,1,60,"Travel, Movies, Drink",32114,45,29.192394,-81.046774
AH1970,Alesia,Hixenbaugh,Army ,Electricial ,1970,1988,0,70,"Adventure, Travel",20001,60,38.910353,-77.017739
LH1976,Lai,Harabedian,Coast Guard,Field ,1976,1991,0,64,"Food, Dog, Sports",94945,15,38.134068,-122.52719
BG1934,Brittni,Gillaspie,Space Force,Field ,1934,1945,0,106,"Work, Sports, Dog, Travel, Write, Drink, Coffee",83709,120,43.551112,-116.290079
RK1958,Raylene,Kampa,Navy ,Construction Mechanic ,1958,1979,1,82,"Food, Movies",46514,30,41.722641,-85.976908
FB1980,Flo,Bookamer,Air Force,Design ,1980,1992,1,60,"Dog, Travel",69301,120,42.122965,-102.88128
JB1954,Jani,Biddy,Marines,Construction Mechanic ,1954,1969,0,86,"Family, Travel",98104,135,47.601884,-122.329459
CM1986,Chauncey,Motley,Army ,Electricial ,1986,1998,1,54,"Drink, Family, Dog, Travel, Work",32804,135,28.57829,-81.396428
